LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
12699449	False	[]	False	False	[]	['1834', '1834']	1834	In an auditorium with seats around the perimeter, a stout college dignitary holding out a piece of paper stands on the right observing a scuffle between students on the left. The only word left on the torn piece of paper is "terrae".
12703376	False	[]	False	False	[]	['1747', '1747']	1747	A later state lettered with the name of the famous pugilist John Smith: a bald headed man in profile to left; the artist's father (?); later state with added title; third state with inscription, copy in reverse after Rembrandt.
12705425	False	[]	True	True	[]	['1740', '1781']	1740	"Portrait after a drawing by Hogarth; head and shoulders of a man with a prominent forehead and hooked chin, to left looking down, wearing a wide-brimmed hat set at a tilt and cravat; with another head in profile to left wearing a plumed cocked hat, behind; before plate reduced and inscription curtailed and re-engraved."--British Museum online catalogue.
12712778	False	[]	False	False	[]	['1831', '1830']	1831	A French caricature reflecting the political change of the1830 revolution.
12726595	False	[]	False	False	['1820']	['1820', '1820', '1820']	1820	Whole-length portrait of the Irish beggar Jack Haugh; facing slightly left, standing, holding a walking stick and a cap.
12730069	False	[]	True	True	['1841']	['1841']	1841	"Portraits of John Jardine and Alexander Kidston, both whole-lengths, walking in street, in hats and coats, Jardine with spectacles and umbrella, Kidston in chequered waistcoat."--British Museum online catalogue.
12735734	False	[]	True	True	[]	['1782', '1782']	1782	"A group of men sitting around a table, one in the centre pointing at his own palm, while two others on the right watch attentively and a third on the left holds out his palm but looks back at a maid holding a staff who approaches an owl perched on a stand nearby; with a fifth man standing behind the others, holding a staff and reading a paper through spectacles and a suit of armour in the background to right; after Hogarth's sketch known as 'Debates on Palmistry'."--British Museum online catalogue.
12735897	False	[]	True	True	[]	['1781', '1781', '1781']	1781	"A stout, elderly man wearing a wig and three-cornered hat, seated at a table with a wine bottle and glass, a sword hanging from a button hole; after a drawing formerly attributed to Hogarth."--British Museum online catalogue.
12749977	False	[]	False	False	[]	['1798']	1798	Sketches by Hogarth, including one of the dancer George Desnoyer, wearing helmet and skirt, dancing; a king and queen at top left, and a shield with child's head and wings to the right; copy after Hogarth.
12751177	False	[]	False	False	[]	['1797', '1797']	1797	Five heads numbered 1-5.
12756881	False	[]	False	False	[]	['1788', '1788']	1788	Satire on royalty, episcopacy and the law, after a print by Hogarth; a group of nine composite figures, the most prominent of which are a king, whose head is represented by a coin, a bishop whose head is a jew's harp, and a judge whose head is a gavel.
12758188	False	[]	False	False	[]	['1768', '1768']	1768	A tracing of an etching that reproduces in a general way the design of "A scene of a pantamime entertainment lately exhibitied (British Museum satire no. 4220) with some additions and variations.
12764733	False	[]	False	False	['1824']	[]	1824	A silver medal from Holland, with satirical images of Oliver Cromwell.  On the obverse is a bust of Oliver Cromwell, crowned with laurel leaves and in armor; on the reverse, Cromwell kneels in the lap of Britannia, with his breeches down, as the French and Spanish ambassadors in the background argue over who shall kiss first. Formerly housed in the Library at Strawberry Hill.
12779749	False	[]	False	False	[]	['1788', '1788']	1788	A bald man with a large belly lays on the floor on his back supported by his arms, one leg raised.
12779820	True	[]	False	False	[]	['1760', '1760']	1760	A three-quarters length portrait of a man in a hat, sleeping.
12785567	False	[]	False	False	['1824', '1826']	['1824', '1824']	1824	A collection of 24 proof plates for The English spy, all proofs before letters and all but one before aquatint.
12785597	True	[]	False	False	[]	['1783', '1783', '1783']	1783	A scene in London, possibly near St. Martin's-in-the-Fields, shows a musician at an open window holding his ears against the noise of the street; a pregnant ballad-seller chants while her baby cries and a parrot above her head on the lamp post squawks; a milkmaid and other street-traders cry their wares; one small boy plays a drum while another urinates under the startled gaze of a small girl who holds a rattle and stands by a house made of toy blocks; an itinerant oboist plays; a dustman carries his basket and a bell; a knife-grinder sharpens a cleaver, a dog barking at his feet; on the roof at the right two cats fight (both shown with arched backs) just beyond the chimney from which a chimney sweep emerges.
12786618	False	[]	False	False	[]	['1797', '1797']	1797	Facsimile of a sketch with hand-written descriptions, with outlines of Garrick and Quin from the back, next to a scale of feet, with profiles of a 'short proportion' to the left of Quin, and a 'tall proportion' to the right of Garrick.
12806848	False	[]	False	False	[]	['1798']	1798	Copy of William Hogarth's portrait of Simon Lord Lovat as an elderly, rotund man seated on a chair, its back carved with putti supporting a coronet. He is counting on his fingers the number of Scottish clans that fought with the Pretender in the rebellion. To his left is a table on which sits a book (entitled "Memoirs" in the original by William Hogarth) and quill pen in an ink bottle.
12819151	False	[]	False	False	[]	['1794', '1794']	1794	A Scotch man and woman ride on an ass led by a monk walking to the left and holding its halter on which is supsended a copy of a newspaper "London evening post". The Scotch man is holding a glass in one hand and waving his cap with the other as he shouts "Huzza". She holds a sword and is also shouting.  A book lettered with the word "Harrington" is tied to the ass's tail.  In the distance is the skyline of London.
12820490	False	[]	False	False	[]	['1794', '1794']	1794	A copy based on Hogarth's Satire on flase perspective: A view of a tower, staircase, bridge over a river.
12820870	False	[]	False	False	[]	['1781', '1781']	1781	A Scotch man and woman ride on an ass led by a monk walking to the left and holding its halter on which is supsended a copy of a newspaper "London evening post". The Scotch man is holding a glass in one hand and waving his cap with the other as he shouts "Huzza". She holds a sword and is also shouting.  A book lettered with the word "Harrington" is tied to the ass's tail.  In the distance is the skyline of London.
12822354	False	[]	False	False	[]	['1798', '1798']	1798	A copy of Hogarth's design and C. Grignion's print, first version: Tailpiece to the catalogue of pictures exhibited in Spring Gardens. A monkey dressed as a connoisseur waters with a watering can three withered and sapless trees in pots. A banner under the pots is labelled 'EXOTICKS'. In his right hand he holds a magnifying glass to his eye. The trees are labelled 'OBIT 1502', 'OBIT 1600' and '[O]BIT 1604'.
12822409	False	[]	False	False	[]	['1762', '1762']	1762	The interior of a farmer's cottage, with the farmer seated in an armchair next to a table looking at his wife (right) whose jug in her left hand spills out.  To the left of the farmer, on either side of the table, are their two children, a son and daughter (gesturing in surprise as she looks at her mother). The hearth on the left is equipped with a pot hanging above a large fire; a rifle above the mantel piece, a cat on the floor gazing at the fire.
12822436	False	[]	False	False	[]	['1762', '1762']	1762	The interior of a farmer's cottage, with the farmer seated in an armchair next to a table looking at his wife (right) whose jug in her left hand spills out.  To the left of the farmer, on either side of the table, are their two children, a son and daughter (gesturing in surprise as she looks at her mother). The hearth on the left is equipped with a pot hanging above a large fire; a rifle above the mantel piece, a cat on the floor gazing at the fire.
12822451	False	[]	False	False	[]	['1794', '1794']	1794	Study for the single figure of the farmer in  Garrick's The farmer's return
12822458	False	[]	False	False	[]	['1762', '1762']	1762	Copy in reverse of a print by Basire, after Hogarth: The interior of a farmer's cottage, with the farmer seated in an armchair next to a table looking at his wife (left) whose jug in her left hand spills out.  To the rigtht of the farmer, on either side of the table, are their two children, a son and daughter (gesturing in surprise as she looks at her mother). The hearth on the right is equipped with a pot hanging above a large fire; a rifle above the mantel piece, a cat on the floor gazing at the fire.
12822475	False	[]	False	False	[]	['1795', '1795']	1795	Copy of Hogarth's print; interior of a chapel with an impassioned preacher inspiring his listeners who include a woman swooning on the floor and a young couple embracing; many of the congregation are clutching figures of Christ; a barking dog with a collar labelled "Whitfield" echoes the preacher.
12822505	False	[]	False	False	[]	['1798', '1798']	1798	Reduced copy of Hogarth's print; interior of a chapel with an impassioned preacher inspiring his listeners who include a woman swooning on the floor and a young couple embracing; many of the congregation are clutching figures of Christ; a barking dog with a collar without "Whitfield" etched on it echoes the preacher.
12822535	False	[]	False	False	[]	['1798', '1798']	1798	Reduced copy of Hogarth's print; interior of a chapel with an impassioned preacher inspiring his listeners who include a woman swooning on the floor and a young couple embracing; many of the congregation are clutching figures of Christ; a barking dog with a collar without "Whitfield" etched on it echoes the preacher.
12822557	False	[]	False	False	[]	['1798', '1798']	1798	Copy of Hogarth print: The interior of a chapel with an impassioned preacher inspiring his listeners; considerably altered from the earlier state known as "Enthusiasm Delineated", for instance, by the substitution of representations of the Cock Lane Ghost (a topical reference to a fraud of 1762) for the figures of Christ, the removal of the barking dog, and the introduction of rabbits emerging from the skirts of the woman swooning on the floor in allusion to Mary Toft, the Rabbit Woman of Godlaming.
12823934	False	[]	False	False	[]	['1761', '1761']	1761	Entering from the left, Walter Shandy, having had trouble pulling on his pants, arrives too late to prevent the curate from baptizing his newborn son with the hated name of Tristram.
12823938	False	[]	False	False	[]	['1761', '1761']	1761	Entering from the left, Walter Shandy, having had trouble pulling on his pants, arrives too late to prevent the curate from baptizing his newborn son with the hated name of Tristram.
12823945	False	[]	False	False	[]	['1780', '1780']	1780	Entering from the right, Walter Shandy, having had trouble pulling on his pants, arrives too late to prevent the curate from baptizing his newborn son with the hated name of Tristram.
12823952	False	[]	False	False	[]	['1780', '1780']	1780	Copy of the frontispiece to Laurence Sterne's 'The Life and Opinions of Tristram Shandy, Gentleman', 2nd ed. (R and J Dodsley: London, 1760), vol. 1 (illustrating an episode in vol. 2); Corporal Trim stands at right, reading a sermon on Conscience, seen from behind and illustrating the passage in which his posture is described with 'his knee bent, but that not violently - but so as to fall within the limits of the line of beauty'; at left Dr Slop, asleep in a chair by the fire; behind, Walter Shandy and Uncle Toby sitting and smoking, Toby's map of the fortifications at Namur above on the wall; state with grandfather clock in the corner and tricorne hat on the floor.
12830367	True	[]	False	False	['1828']	['1828', '1828']	1828	A fashionably dressed young woman, adorned with feathers, is attacked by flocks of birds on the lawn of an estate. Another young woman flees towards the door of the house in the distance.
12836327	False	[]	True	True	['1807', '1807']	['1807', '1807']	1807	"The Cabinet sits on a stage making domestic preparations for Parliament."--British Museum online catalogue.
12845307	True	['1991,0720.38']	True	True	['1811']	['1810', '1810']	1810	"A rustic ogles a young lady riding towards him on the back of a donkey."--British Museum online catalogue.
12845999	False	['1948,0214.765']	False	False	['1810']	['1810', '1810', '1817']	1810	Political satire on the British military action in Spain during the Peninsular War: Lieutenant-General Arthur Wellesley expresses surprise to an overweight soldier, sweating after fleeing from the French, that is was able to re-join the rest of the army.
12847900	True	['1985,0119.298']	True	True	['1830']	['1830', '1830']	1830	"Satire showing an announcement from a pulpit in a church requesting the wardens to meet to consider eating the church."--British Museum online catalogue.
12850383	False	['1995,0618.19']	True	True	['1810', '1810']	['1810', '1810', '1817']	1810	"The Archduchess Marie Louise lying in a canopied bed with Napoleon; she lies back languidly but with her feet overhanging the edge, remarking, 'My dear Nap: your bed accommodations are very indifferent! Too short by a yard! I wonder how Josephino put up with such things even as long as she did!!!' Napoleon lies beside her, resting on his right elbow and looking off discontentedly to right, replying, 'Indeed Maria I do not well understand you? The Empress Josephino who knew things better than I hope you do, never grumbled - Le Diable! I see I never will be able to get what I want after all!!!' In the left foreground, a dog is just seen leaping over a tumbled pile of crowns, two labelled 'France', 'Spain'."--British Museum online catalogue.
12856561	True	['1991,0720.32']	True	True	['1807']	['1807', '1807']	1807	"A rustic couple in a cottage interior with a bird in a cage, seated at a table on which stands a jug and glass, the woman, in a pink dress, leaning towards the gentleman's dog and exclaiming, "Bless me Mr. Clump what a pretty Dog you have got"; the gentleman, Mr. Clump, in a blue coat and clutching his hat to his breast, replies, "No Miss it beant a Dog - it be one of your own sex"."--British Museum online catalogue, description of an earlier state.
12860699	True	[]	False	False	['1749']	['1749']	1749	An allegorical representation of the nationalistic riot occasioned by a troupe of French comedians in London. This satirical print refers to the controversy and protest surrounding a French theatrical company, nicknamed the 'French Strollers', who applied for and were granted a licence to perform at the Haymarket in the winter of 1749. Their arrival occasioned much discontent; as the Scots Magazine reported, they were 'bitterly pelted in the news-papers'. Asserting their right to perform, they persisted in a show on 14 November, but were met by an audience intent on sabotage.  An eyewitness account of the incident appeared in the Monthly Review some years later (July 1761): 'People went early to the Theatre, as a crouded House was certain ... I soon perceived that we were visited by two Westminster Justices, Deveil and Manning. The Leaders, that had the conduct of the Opposition, were known to be there; one of whom called aloud for the song in praise of English roast beef, which was accordingly sung in the gallery, by a person prepared for that purpose;  and the whole house besides joining in the chorus, saluted the close with three huzzas! This, Justice Deveil was pleased to say, was a riot'.  Despite the Justice's assertions that the play was licensed by the King's command, the crowd had come prepared to produce disruption. They were equipped with instruments which they played discordantly as an accompaniment to their jeers, catcalls, and Francophobic songs: 'as an attempt at speaking was ridiculous, the Actors retired, and opened instead with a grand dance of twelve men and twelve women; but even that was prepared for, and they were directly saluted with a bushel or two of peas, which made their capering very unsafe'.  Unable even to dance, and following another abortive attempt by the magistrates to assert the King's authority, the curtain fell for the final time. The eyewitness evidently relished the outcome, venturing 'that at no battle gained over the French, by the immortal Marlborough, the shoutings could be more joyous than on this occasion'. The print embodies similar sentiments; the French strollers attack British theatrical establishment--represented by an affronted Britannia--who stands between them and British theatre-goers. In the foreground stands a perplexed Othello, lamenting the loss of his occupation, and an injured man a man lies on the floor 'Almost kill'd for not understanding French'.
12861091	True	['1991,0720.36']	True	True	['1807']	['1807', '1807']	1807	"A couple of Irishmen terrified by a white cat in a church graveyard."--British Museum online catalogue, description of an earlier state.
12872965	False	[]	False	False	['1809']	['1809']	1809	A large, masculine-looking woman with spectacles and a hat, stands before stool on which sits an open book of music.  She holds in her right hand a baton which rests on the open page.
12872988	False	[]	False	False	['1804']	['1804', '1804']	1804	A dustman bends over a large woman who has fallen and lifts her by placing his hands under her arms. She looks up angerly and shakes her fist at the dustman's young assistant in an apron who looks on (left) with a smile and hand raised.  Two dogs jump around the group.
12873155	False	[]	False	False	['1801']	['1801']	1801	An old woman dressed in her nightcap and gown, her one breast hanging exposed from her gown, climbs into bed in which her husband already lies. She expels gas from her bottom in the direction of the candle on the ground in front of the fireplace with such force that it lifts the cat off the ground and bends the candle.  Above the fireplace is a broadside entitled: The storm by Mr. Dodd, cease rude boreas balstering railes ...  On the table below the window (left) is a bowl labeled "Pease porridge" and a wig on a stand.   On the ground at her feet lies a corset, shoes and other garments.  Above the bed are boxed and breeches; a man's coat is hung on the back of the chair to the right of the hearth.
12874709	False	[]	False	False	['1830']	['1830']	1830	The opponents of parliamentary reform, including Wellington and Peel, attempt to pull down a column topped by Lord John Russell, a portrait of William IV on the plinth.  The "Explanation of the engraving": This spirited sketch was originally designed by George Cruikshank. Esq., of Pentouville, London. The column in the centre is dedicated to the "King and Constitution," on the base of which is a portrait of his present Majesty, William IV. On the top of the columnn [sic] stands Lord John Russell, holding in his hand the Mirror of Truth.  On the left of the pillar the Duke of Wellington, Sir R. Peel, and others are attempting with cords, axes, &c. to overturn the column; while on on [sic] the right, Lord Chancellor Brougham and Earl Grey stand in a calm and dignfied position, smiling at the futile attempts of the Boroughmongers to overturn the People's Rights. On the same side Lord Althorp is seen bearing a banner, representing the future prosperity of England, and the Attorney General (Sir Thomas Denman) is supporting the Flag of Victory.
12876417	False	[]	True	True	['1813']	['1813', '1813', '1817']	1813	"A night scene, broadly burlesqued. Napoleon, in profile to the left, strides in furtive haste towards a massive gate, directing the beam of a dark lantern against it. From between his coat-tails a long white feather (see British Museum Satires No. 12613) floats behind him, emerging from a cluster of shorter ones. He wears an enormous bicorne, with a plume set in an ornament composed of a crown and olive-twigs (as in British Museum Satires No. 11998), a sash and sabre over his long coat, tasselled Hessians with huge spurs. A head wearing a night-cap looks through the bars which form the top of the gate under a stone arch, to say: "Rap--Rap--Ra--Who comes there--what Midnight disturbers are you." An officer (actually Caulaincourt) crouches at the gate holding the knocker which is set in a great lion's mouth, and beckons towards Napoleon, answering, "It's only Count Vincen"--Alias--Little Boney. the Imperial Fugitive--returned from Victory." The gate-keeper: "Alias-- who"--Alias the Divil you mean." In front of Napoleon's foremost foot a large frog leaps forward; behind him a lean fierce cur barks: "A Russian Cur-- Bow--Wow--Wow." A large label floats back from Napoleon's mouth, inscribed: "hist--is that the Croaking of Frogs I hear--I mistake--its' only the Sycophant Lads in Paris--hurra-ing at My unexpected and precipate [sic] return. thank my Luckey Stars--I have got out of the clutches of them Damd Cossack Curs"--or I should have been food for Bears--long before this time." Beside the gate is a sentry-box, in which a sentry completely muffled up and wearing a night-cap, sleeps, seated with folded arms, clasping his musket. A frog looks from behind the box."--British Museum online catalogue.
12876479	False	[]	True	True	['1813']	['1813', '1813']	1813	"Napoleon mounted on an ass in profile to the right faces a piece of water in which 'Dutch light Horse' (cf. British Museum Satires No. 8478), fat Dutch soldiers, are mounted on huge frogs. All wear bonnets rouges with bulky breeches defining heavy posteriors. All hold drawn sabres and have small kegs (of Hollands) under the left arm; although they are smoking they have a disciplined and martial appearance compared with the Frenchmen. Napoleon wears a huge bicorne with crown and plume, and holds a sabre against his shoulder. His ass brays and urinates violently. A burlesqued and very miscellaneous staff and escort is grouped behind him; they have a tricolour flag and an eagle, while a soldier holding a second eagle struggles painfully out of the water. Immediately behind Napoleon are a drummer beating a drum, and a dwarfish companion blowing a fife. Both wear high conical caps with drooping peaks. A soldier with curved ('cheese-cutter') shins negligently holds a musket, looking mournfully at a fat friar, also with a musket, who drinks from a bottle of 'Friars Balsam'. There is an eighth man with a grotesquely sharp profile. In the background a column of tiny soldiers stretches away in an endless line to the right. Behind them are the roofs and towers of a town."--British Museum online catalogue.
12877676	True	[]	False	False	['1817']	['1817', '1817']	1817	Ill-matched couples dance facing each other; all are burlesqued. On the right a very tall man watches the assembly. The room is decorated with two sets of curtains and a large wall sconce lit with candles.
12877755	False	[]	False	False	[]	['1825', '1825']	1825	Men, horses, and (mongrel) dogs in wild but spirited confusion in a forest glade pursue a cow (left); the stag is in the background running in the opposite direction, followed by one man on foot.  One horse and rider struggle in a ditch while a second horse, which has kicked off its rider, leaps on top of them. A bald John Gilpin clasps his mount round the neck.  In the foreground four men over-weight a two-wheeled cart drawn by a wretched but galloping jade. See British Museum catalogue.
12883568	False	[]	False	False	['1815', '1815']	['1815', '0142', '3691', '1815']	1815	Print shows an ugly and leering elderly man, identified as the London banker Thomas Coutts, embracing the actress Harriet Mellon (later Mrs. Coutts, and subsequently Duchess of St. Albans).
12887295	True	['1948,0214.722']	True	True	['1807']	['1807', '1807', '1817']	1807	"A group playing at cards interrupted by a beadle and watchmen to arrest them for playing past midnight."--British Museum online catalogue, description of an earlier state.
12889154	True	['1990,1109.24']	False	False	['1807']	['1807', '1807', '1817']	1807	A couple with huge heads dancing.
12893010	True	['1991,0720.35']	False	False	['1807']	['1807', '1807', '1817']	1807	A husband and wife have an argument across a table.
12893649	True	[]	True	True	['1809']	['1807', '1809']	1809	"Domestic scene based on Beresford's 'Miseries of Human Life' (1806), illustrating lines which follow the title (partially damaged) of the design: '[getting up] early in a cold gloomy morning, and on running down into the breakfast room for warmth and comfort, finding chairs, ta[ble, shovel, tongues,] poker and fender huddled into the middle of the room. Carpet tossed backward. - floor newly washed, windows wide open. - bee[s wax brush and ru]bber in one corner - brooms, mops and pails in another - and a dingy Drab on her knees before an empty grate -'. A man arrested at the door of a room disarrayed by cleaning, wearing a dressing gown and with a gouty slippered foot, his hands held out warily in front of him, his teeth clenched together and his nose dripping; at left, kneeling in front of the grate, a stout and grotesque maid scrubbing the floor; a bust portrait of a man above the mantelpiece, looking disapprovingly down on the maid; cat and caged bird at far right."--British Museum online catalogue.
12895374	True	['1948,0214.725']	False	False	['1807']	['1807', '1807']	1807	Two French soldiers with drawn sword threaten two kneeling English women while an old lady stands behind.
12895713	False	[]	True	True	['1808']	['1808', '1808']	1808	"A sequence of eight Napoleons arranged in two rows. [1] As' A Ragged Headed Corsican Peasant', he is a shock-headed boy registering tense determination, his hand plunged deep in the pockets of a tattered coat. [2] A youth in civilian dress sits at a small table intently studying the plan of a fort: 'Studying mischief at the royal Military Academy at Paris'. [3] Dressed in officer's uniform but without a sword, he bows, hat in hand:' An humble Ensign in a Republican Corps - requesting a situation in the British Army'. [4] He stands agressivelv hand on hip, r. arm extended, wearing a plumed bicorne and long sabre: 'A determined Atheistical Republican General - ordering his men to fire on the Parisians Vollies of grape shot'. [5] He stands in Turkish dress, bowing with a furtive sideways glance; he wears a plumed turban and fur-trimmed robe: 'A Turk at Grand Cairo'. [6] He runs hurriedly in profile to the left., wearing his cocked hat, but no sword: 'A Runaway from Egypt'. [7] As 'A Devout Catholic', he stands in uniform, without hat or sword, head bowed and hands crossed on his breast. [8] In the last scene he sits enthroned, with the inscription: 'An Emperor on a Throne of iniquities - O Tempora O Mores'. He wears a crown and long robe. The back of his throne is inscribed 'Murderer. Duke D'Enghem [sic], Prisoners at Jaffa, Palm, Captn Williams, Pichegreu, Calon, Toussaint &c &c, Robberies innumerable [commas have been inserted]'."--British Museum online catalogue, description of an earlier state.
12897303	True	[]	True	False	['1813']	['1813', '1813']	1813	"A hand-coloured print of a portly rector who is suspended above his horse by means of a crane secured to the wall of the rectory. Two women pull on the rope that has heaved the rector into the air whilst a grinning groom stands alongside the horse."--Royal Collection Trust online catalogue, description of an earlier state.
12899038	True	[]	True	True	['1814', '1814']	['1814', '1814', '1817']	1814	"Satire on Napoleon's defeat, abdication and retirement to Elba. in a makeshift-looking room, a huge, hairy devil approaches Napoleon at right, holding a trident and proffering a noose, saying, 'Master Boney the favour of your company is requested -'; Napoleon, at left, hurriedly rising from his 'Camp stool' and pulling on his breeches, replies, 'I'll be with you in a crack'; a skeleton looms up behind him, at the same time holding back Joseph Bonaparte who tries to escape through an open door at left, his crown falling off, the skeleton apprehending him, 'Stop thief'. By the side of Napoleon's throne-like stool, a stoppered bottle labelled 'Composing draught', a glass and a crown, at his feet his hat and sword; on a table beside the devil are other suggested measures for suicide: pistols, a dagger, a smaller demon holding out a cup labelled 'Genuine Jaffa poison', a dish of 'Opium', an axe, a paper lettered 'Perhaps you would prefer drowning'; underneath the table are trunks lettered 'Military chest / Hospital chest / Diamonds'."--British Museum online catalogue.
12900688	True	[]	True	True	['1819', '1819']	['1819', '1819']	1819	"Satire on a race of ships at Cowes: a figure of John Bull reassures those on the 'Royal George Junr'."--British Museum online catalogue.
12900734	True	[]	True	True	['1815', '1815']	['1815', '1815']	1815	"Social satire: a crowd enjoy themselves at a fair ground, with a troupe of harlequins performing on a stage."--British Museum online catalogue.
12941829	True	[]	False	False	['1812']	['1802', '1812']	1812	A satire set in an assembly room: Two well-dressed older men with caricatured faces, one with gloves and a large belly, bow to a old woman equally caricatured. The other members of the party are also caricatured in the background, some dancing.  Musicians play in the balcony above on the right.
12949103	True	[]	False	False	['1746']	['1746', '1746', '1746', '1746']	1746	A broadside, anti-Jacobite, anti-Catholic and anti-French. The illustration portrays a coat of arms, flanked by a priest and a Highlander; below the etching in letterpress are three columns beginning with the text: "The explanation." The lilies of the French Royal arms changed to upside down frogs and the legitimacy of the Stewart line questioned by the inclusion of the bed-pan child over the priest's shoulder. The text begins: "The three toads are the French Old Coat of Arms, their heads downward, in a sable fields; the coat revers'd denotes treason in perfection. The supporters are a Popish priest on one side in his habit, with a warming-pan on his shoulder, with the lid open and a young child in it.  In his right hand is a bloody pen-knife in a posture ready privately to execute the cruelty their religion teaches them to exercise on Protestants ...
12954465	False	[]	False	False	['1801']	['1801']	1801	An old woman dressed in her nightcap and gown, her one breast hanging exposed from her gown, climbs into bed in which her husband already lies. She expels gas from her bottom in the direction of the candle on the ground in front of the fireplace with such force that it lifts the cat off the ground and bends the candle.  Above the fireplace is a broadside entitled: The storm by Mr. Dodd, cease rude boreas balstering railes ...  On the table below the window (left) is a bowl labeled "Pease porridge" and a wig on a stand.   On the ground at her feet lies a corset, shoes and other garments.  Above the bed are boxed and breeches; a man's coat is hung on the back of the chair to the right of the hearth.
12976831	True	['2010,7042.3']	True	True	['1807']	['1791', '1807']	1807	"Satire on politicians; an elegant candidate removes his hat to a portly countryman who rebuffs his approach, mindful of the candidate's vote in favour of the Roman Catholic Relief."--British Museum online catalogue.
12976858	True	['2001,0520.7']	False	False	['1790']	['1790', '1790', '1790']	1790	In a churchyard, a resurrection man holding a lantern, his hat and shovel at his feet, is surprised by ghost, rising from grave.  In the background is a church and in the foreground, a skull and bone.
12989057	True	[]	False	False	['1820']	['1820', '1820']	1820	Lord Leinster, personified as a rough Irish farmer, leads Queen Caroline by a rope around her neck. Leinster expounds: 'Dam me! no one but the D... shall stop her.' Another figure in the background, probably Bartolomeo Pergami, replies: 'Stop Nosey, let me feel that Heifer.'
13003937	False	[]	False	False	['1833']	['1833', '1833']	1833	Two policemen are shown arresting chimney sweeps, roughly pulling one by the arm and another pushing an adult chimney sweep away while carrying four little boys on his back or in his arm.  Two chimney sweeps on the left and one on the right complain of the crackdown on their trade.
13003975	False	[]	True	True	['1833']	['1833', '1833']	1833	"Emaciated and shaven-headed paupers treated as slaves by cruel overseers: adults beating hemp and children picking rope in the foreground, others in the background manacled to the wall or hanging from the ceiling, tied up by their feet and hands; to right, a manager with a scourge seizing an elderly man, and a man pulling a cart, which he says is full of dead infants to be sold to surgeons; to left, a manager turning away the starving poor who beg to be let in."--British Museum online catalogue.
13086012	False	[]	True	True	['1821']	['1821', '1821', '1821', '1821']	1821	"Queen Caroline, stout and raddled, with black ringlets, stands full-face and four-square, bending forward as if bowing, with a fixed stare from black beady eyes. She wears the feathered hat (caricatured) of the 'trial', and a fur-bordered pelisse. Under her right arm is a rolled document, 'List of [Addres]ses'; in her left hand she awkwardly raises her skirts in order to bow. She stands on a grass plot in front of Brandenburgh House. Below the design: ... 'Lo! yonder she walketh in maiden sweetness, with innocence on her mind and modesty in her cheek. Her hand seeketh employment; her foot delighteth not in gadding abroad. She is cloathed with neatness; she is fed with temperance; humility and meekness are as a crown of glory circling her head.  Her breast is the mansion of goodness; and therefere [sic] she suspecteth no evil in others. Decency is in all her words; in her answers are mildness and truth. Submission and obedience are the lessons of her life; and peace and happiness are her rewards. Before her steps walketh Prudence; and Virtue attendeth at her right hand. Her eye speaketh softness and love; but discretion with a sceptre sitteth on her brow. The tongue of the licentious is dumb in her presence; the awe of her virtue keepeth him silent. Happy Bartolomeo [Bergami]!!! he putteth his heart in her bosom, and receiveth Comfort. Thus the prudence of her management is an honor to her husband, and he must hear her praise with silent delight.!!!'"--British Museum online catalogue, description of a variant state.
13128162	True	[]	False	False	['1821']	['1821', '1821']	1821	Caricature of a coat of arms for Queen Caroline and Bergami with the central figure with a satyr's face, a hat "Caroline Bergami gratia -- Half a crown", and white robes richly decorated with scenes from their life on an escutcheon with Chastity and Innocence as supporters, all surrounded by rich red robes lined with ermine.  The scenes include: Adam and Eve,  two heads peeping from a tent, a scene with Bergami kneeling before the Queen leaning in to kiss, a plump Queen jumping up like a jack-in-the box, the two in costume dancing, the Queen riding an ass.  Other suggestive decorative details include ostrich plumes, ribbons with medals engraved "Night of the Dunghill" (Bergami) and Knight of the Thistle with a shield "The Times ... Lies ... Bribery". At the base, Knight of the Bath with a scene with Bergami reaching towards the Queen in her bath above a medallion "Knight of St. Columbine and Penance" surrounded by a banner "My fancy's so free, I rove like a bee."
13128967	True	[]	False	False	['1821']	['1821', '1821']	1821	Caricature with Queen Caroline (left) as Lady Macbeth in the mad scene, standing in the street before two shops; she holds a candlestick raised in her right hand as she holds out her dress with her left hand, looking down horror at her skirt which is decorated with three panels with images of men and labeled "Man B", "Austi", "Sapio", "Mat ...", and "Bat". The initials "C.B" are embroidered on the trim of her knickers. Standing to her right is an astonished John Bull who holds his hat in front of his face, arm extended in horror.  The shop on the left is identified by a sign below second story windows with broken glass: Wholesale Dealer in Brass Forges, Ranges, &c N.B. Odd jobs in general.  The street level is shuttered, its doors covered in graffiti: Gone away, Gone abroad, Empty, M.T.  The one door has a knocker in the shape of a ram's head.  John Bull stands before the second door which stands open as if he has just emerged.  The windows are curtained and the building well maintained.  The large sign above reads "Time & Common-Sense Occulists. N.B. Films expeditiously removed &c. Below this sign (left) is a pair of large spectacles with the two eyeballs turned towards the shop on the left and a smaller sign (right) that reads "No connexion with the next shop."
13130285	True	[]	False	False	['1821']	['1821', '1821']	1821	Caricature with Queen Caroline on the arms of Bergami (left) and Alderman Wood (right), jubilant on the sidewalk before the door of "Mother Wood". The Queen wears a watch at her waist and two miniature portraits hanging from cords from her bosom.
